danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,cluster
0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,3Vo4wInECJQuz9BIBMOu8i,217289,4,3
0.747,0.641,1,-4.502,1,0.0925,0.25,0.00107,0.106,0.453,100.028,7HdZY9UJTylIiNcSDFyUDc,186231,4,10
0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,5WoaF1B5XIEnWfmb5NZikf,259333,4,10
0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,1cS0TgbR263ey9jn0MwD2s,221013,4,7
0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,65fpYBrI8o2cfrwf2US4gq,217440,4,10
0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,0d28khcov6AiegSCpG5TuT,222640,4,1
0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,1RKUoGiLEbcXN4GY4spQDx,340920,4,3
0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,43PuMrRfbyyuz4QpZ3oAwN,194613,4,10
0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,3pXF1nA74528Edde4of9CC,198293,4,0
0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92.287,3O8NlPh2LByMU9lSRSHedm,245227,4,0
0.542,0.545,11,-7.578,0,0.348,0.0272,0,0.807,0.542,126.319,4WwHFY7aJ6bUcugjb30DDW,166800,3,1
0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600,4,0
0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43E-06,0.087,0.0589,84.987,1wZqJM5FGDEl3FjHDxDyQd,235477,4,0
0.733,0.408,7,-7.834,0,0.0388,0.679,3.92E-05,0.11,0.291,94.947,6ydpPcCGhQ4Ox3H0ly0WcX,197854,4,9
0.546,0.529,11,-10.511,0,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,2Gyc6e2cLxA5hoX1NOvYnU,237787,4,0
0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,3LmvfNUQtglbTrydsdIqFU,201400,4,2
0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,5ctk3VJoHoURSiwkCJn2bf,272987,4,0
0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542,5MjAFPcmrR1DYCgZrXCN4d,269173,4,2
0.885,0.477,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078,4c0rkFPszqQTyC753tsCMU,346840,4,0
0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,0wwPcA6wtMf6HUMpIRdeP7,267067,4,10
0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,72TFWvU3wUYdUuxejTTIzt,219320,4,10
0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,5NQbUaeTEOGdD6hHcre0dZ,196693,4,1
0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,2d8JP84HNLKhmd6IYOoupQ,222093,4,2
0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,1WoOzgvz6CgH4pX6a1RKGp,213053,4,2
0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,6mapJIPnQ23RTAevUoE0DL,208120,4,10
0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,6fujklziTHa8uoM5OQSfIo,291893,4,10
0.689,0.564,2,-6.226,1,0.136,0.187,0,0.0721,0.123,185.023,1Ser4X0TKttOvo8bgdytTP,212947,4,10
0.891,0.486,6,-7.803,1,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,4scpF6J5uMBvoh6sFB7EL1,200080,4,10
0.535,0.382,4,-9.465,0,0.0426,0.282,1.14E-05,0.0865,0.147,87.801,59ljpSFcgtfWJKS3vqG27R,221596,3,4
0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,7795WJLVKJoAyVoOtCWqXN,239317,4,10
0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,5XX9oGZfgKMXdHnEp4t2JB,192670,4,2
0.656,0.627,7,-6.627,0,0.0379,0.343,2.17E-05,0.124,0.481,99.933,2TeLIzFBe3hxkPR5FIQZut,167066,4,0
0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,51ODNNDZm21HU7wI7cccRr,255632,4,6
0.671,0.786,8,-4.857,1,0.14,0.115,0,0.363,0.621,106.057,78EQ5LZGgviMU9k0zrqv1r,196817,4,2
0.546,0.529,11,-10.511,0,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,2Gyc6e2cLxA5hoX1NOvYnU,237787,4,0
0.486,0.448,7,-9.133,1,0.0342,0.757,0,0.0852,0.17,152.864,76puoNshqjAAocKl5KbmpQ,296040,3,4
0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,3
0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,5ghIJDpPoe3CfHMGu71E6T,301920,4,6
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,2IHaGyfxNoFPLJnaEg4GTs,270373,4,3
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,5ChkMS8OtdzJeqyybCc9R5,293827,4,3
0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,1OOtq8tRnDM8kG2gqUPjAj,258040,4,3
0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,46eu3SBuFCXWsPT39Yg3tJ,365467,4,2
0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,0mHyWYXmmCB9iQyK18m3FQ,251107,4,9
0.774,0.641,1,-10.193,1,0.0799,0.0765,0,0.0867,0.875,113.256,3qI94hINNNeb4S7xQi18lS,214200,4,2
0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,2grjqo0Frpf2okIBiifQKs,215093,4,2
0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,6ztstiyZL6FXzh4aG46ZPD,288293,4,3
0.869,0.648,11,-8.698,0,0.0633,0.121,2.17E-05,0.126,0.9,125.035,3koCCeSaVUyrRo3N2gHrd8,339320,4,3
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4o6BgsqLIBViaGVbx5rbRk,190627,4,2
0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56E-05,0.0761,0.823,88.825,7j74lucZ59vqN67Ipe2ZcY,273173,4,0
0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,0qRR9d89hIS0MHRkQ0ejxX,142787,4,2
0.701,0.576,9,-9.328,1,0.0298,0.195,0.000252,0.049,0.695,92.781,3h4h7LYcudzLLRX2dJU6st,296400,4,10
0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,0SNGe4xksgp7CGnY5kMXOJ,251573,4,9
0.74,0.848,2,-6.437,1,0.144,0.0781,0,0.375,0.802,113.381,6SjbzGo7arjfM5cXpXhc5B,186093,4,2
0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,77NNZQSqzLNqh2A9JhLRkg,248907,4,6
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,291293,4,2
0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,1ot6jEe4w4hYnsOPjd3xKQ,230640,4,3
0.741,0.808,11,-4.367,0,0.026,0.0914,0.0147,0.0488,0.908,107.234,5MTQHfYH4RkJMtmtBQmnEj,223760,4,3
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79E-05,0.108,0.914,113.309,4cOdK2wGLETKBW3PvgPWqT,213573,4,2
0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,7FwBtcecmlpc1sLySPXeGE,241307,4,6
0.687,0.704,2,-7.923,1,0.0423,0.0745,0,0.0924,0.843,131.704,0TF3F5Lw5apoD1zvR8LikO,192867,4,2
0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,34x6hEJgGAOQvmlMql5Ige,215133,4,3
0.542,0.915,9,-9.637,1,0.0549,0.319,5.34E-05,0.171,0.92,159.81,6NdcSEhpGGAYXNnnhGS2s6,175400,4,2
0.554,0.783,6,-5.852,1,0.0457,0.416,1.54E-06,0.631,0.813,105.39,4w3tQBXhn5345eUXDGBWZG,162467,4,1
0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,1ChulFMnwxoD74Me8eX2TU,195147,4,3
0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,62LJFaYihsdVrrkgUOJC05,226240,4,10
0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,6qUEOWqOzu1rLPUPQ1ECpx,310387,4,2
0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,6OnfBiiSc9RGKiBKKtZXgQ,296080,4,6
0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16E-06,0.299,0.685,127.568,39lSeqnyjZJejRuaREfyLL,220627,4,2
0.544,0.738,6,-9.587,0,0.04,0.0201,0.00138,0.0497,0.375,117.826,7c5lMuvtz2gddhDyG5MjB6,236760,4,0
0.202,0.644,11,-5.212,1,0.0324,0.0979,0,0.109,0.252,85.04,57ebBLITHpRgRKGrlbxMZS,267080,5,6
0.654,0.641,8,-9.771,1,0.0482,0.00535,0.00321,0.209,0.794,114.696,4cVHMHgmWgudD399ZdhQ3L,247600,4,2
0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732,4,10
0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,58kZ9spgxmlEznXGu6FPdQ,193200,4,0
0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,0mBKv9DkYfQHjdMcw2jdyI,186973,4,3
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,3w3y8KPTfNeOKPiqUTakBh,233478,4,2
0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,2tJulUYLDKOg9XrtVkMgcJ,222091,4,0
0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864,5MMLS3xm12D7N26xlfFApr,148448,4,3
0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,1ExfPZEiahqhLyajhybFeS,189109,4,3
0.691,0.828,1,-3.909,0,0.0749,0.113,0,0.358,0.678,75.519,4KykoaJQ5UxjCpp3lYkvTE,229384,4,3
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,298941,4,10
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,1zi7xx7UVEFkmKfv06H8x0,173987,4,10
0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,343YBumqHu19cGoGARUTsd,210937,4,7
0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,0PJIbOdMs3bd5AT8liULMQ,238320,5,6
0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.15,0.446,60.019,16XNk3bVCSHXN1rlwbXtHb,226507,4,0
0.723,0.503,0,-8.651,1,0.0699,0.0088,0,0.131,0.354,100.046,5f5KGCBUtnR3dTSdNfRcZG,217787,4,10
0.412,0.548,10,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293,6ezg5Mm5UEEi3Oqsbb7Cjn,325615,4,6
0.545,0.781,10,-3.616,1,0.185,0.0139,0,0.161,0.277,150.097,12PNcnMsjsZ3eHm62t8hiy,232507,4,6
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,0VgkVdmE4gld66l8iyGjgx,204600,4,7
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2,243837,4,10
0.776,0.724,7,-4.874,1,0.216,0.455,0,0.109,0.677,74.987,3CLd7BfvgsBwBUI8kwFLU6,227779,4,2
0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,68Dni7IE4VyPkTOH9mRWHr,292799,4,0
0.886,0.525,8,-7.39,1,0.131,0.236,0,0.057,0.708,145.99,7yyRTcZmCiyzzJlNzGC9Ol,225205,4,2
0.764,0.475,0,-12.618,1,0.114,0.345,0,0.14,0.34,129.974,40yJGQyEaBbIkXpwMFkXip,243270,4,9
0.731,0.697,5,-6.097,0,0.0665,0.0528,0,0.128,0.488,128.009,4J2zCmydGtDFWmmAiNzImh,204279,4,3
0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,6GgPsuz0HEO0nrO2T0QhDv,263773,4,10
0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,5uDASfU19gDxSjW8cnCaBp,177184,4,10
0.79,0.621,1,-7.634,1,0.275,0.333,0,0.122,0.15,118.895,1bzM1cd6oqFozdr4wK6HdR,252040,4,10
0.685,0.731,10,-5.503,0,0.414,0.0292,0,0.369,0.266,145.245,275a9yzwGB6ncAW4SxY7q3,247867,4,7
0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,5Z01UMMf7V1o0MzF86s6WJ,326467,4,6
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,6gpcs5eMhJwax4mIfKDYQk,230813,4,3
0.794,0.653,7,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996,3BtuIIrQlkujKPuWF2B85z,263373,4,10
0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.88,84.858,6ndmKwWqMozN2tcZqzCX4K,230493,4,2
0.603,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,3NJG6vMH1ZsectZkocMEm0,239853,4,6
0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,0wdKiSBUT7aZkXUIdJWcwC,240000,4,7
0.639,0.486,11,-7.761,0,0.227,0.0603,0.000103,0.121,0.227,171.896,4URQKHMxklDp1WQY0c6lZu,268240,4,0
0.709,0.787,1,-2.377,1,0.235,0.27,0.00114,0.296,0.607,75.986,4QRWA5UqYU1st9aO0UfxOj,287400,4,2
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,1wHZx0LgzFHyeIZkUydNXq,262693,4,10
0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92.287,3O8NlPh2LByMU9lSRSHedm,245227,4,0
0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,6or1bKJiZ06IlK0vFvY75k,363521,4,1
0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,7EiZI6JVHllARrX9PUvAdX,313547,4,10
0.801,0.815,11,-4.81,1,0.148,0.042,4.42E-06,0.0741,0.37,90.017,1BTj47Up5m8601KOFrTvkj,202920,4,10
0.523,0.842,1,-5.529,0,0.165,0.0191,0,0.139,0.443,149.974,0MuqFuh4MerIiFsYWuEFaP,287667,4,6
0.765,0.5,1,-7.626,1,0.152,0.423,0,0.108,0.495,107.043,32xx0fAv3CIeGmNaWTHvEF,220160,4,10
0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,6H0AwSQ20mo62jGlPGB8S6,210200,4,10
0.722,0.728,10,-4.458,0,0.06,0.198,0,0.482,0.509,123.059,2YK01AIIWuywG24gsbuizE,284133,4,3
0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,6eT7xZZlB2mwyzJ2sUKG6w,256533,4,10
0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,27GmP9AWRs744SzKcpJsTZ,205879,4,2
0.776,0.662,1,-7.016,0,0.0489,0.00157,2.10E-05,0.0887,0.324,152.927,1LxKKYsJNPeBdOwdudsJzv,182733,4,0
0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,2znzyzlAUc8Z1Ikq9aFOcx,321987,4,10
0.841,0.522,10,-5.963,0,0.049,0.0168,1.37E-06,0.188,0.616,99.059,5BrTUo0xP1wKXLJWUaGFtk,264947,4,3
0.771,0.72,1,-5.671,1,0.103,0.258,0,0.137,0.794,103.092,2ESNJZExcQw1BAmmA8Ct3j,178515,4,2
0.893,0.635,2,-9,1,0.0514,0.0201,3.01E-06,0.146,0.304,127.98,1UYLxZIL4IicS6TaPUZFTH,285234,4,10
0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94E-06,0.257,0.395,102.99,0NTMtAO2BV4tnGvw9EgBVq,219306,4,10
0.611,0.678,3,-6.723,0,0.243,0.00701,8.43E-06,0.431,0.493,137.864,5mIqtDBiw3rqMxsJc4UVM6,424147,4,6
0.588,0.664,7,-5.18,1,0.159,0.043,4.30E-05,0.639,0.333,106.502,0a4ZGSRZOgspQy2HYzU82l,353160,4,1
0.308,0.563,0,-9.169,1,0.0719,0.527,4.58E-06,0.134,0.109,85.901,3nB82yGjtbQFSU0JLAwLRH,688453,4,6
0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,4MYb7NWLwXNDB7bYs3HeX8,232533,4,10
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,5Z8EDau8uNcP1E8JvmfkZe,210107,4,1
0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,0bVtevEgtDIeRjCJbK3Lmv,272027,4,6
0.466,0.588,5,-10.666,0,0.0812,0.285,9.94E-06,0.0535,0.882,156.131,22ML0MuFKfw16WejbxsLOy,209360,4,3
0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,2KH16WveTQWT6KOG9Rg6e2,245640,4,0
0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,249293,4,2
0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,7ACxUo21jtTHzy7ZEV56vU,293183,4,6
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26E-06,0.113,0.731,172.977,3l9CW99AHtExIRV4hW2N5m,211520,4,6
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,18lR4BzEs7e3qzc0KVkTpU,205613,4,6
0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,0wJoRiX5K5BxlqZTolB2LD,170813,4,8
0.346,0.868,7,-4.829,0,0.123,0.00857,0.00817,0.321,0.344,101.251,2Liq4CvmgW8XLjDPawJi22,268307,4,6
0.426,0.972,0,-5.122,1,0.0954,0.0017,0,0.171,0.341,111.221,6WkSUgo1VdpzgtiXKlFPcY,165373,4,6
0.548,0.855,3,-3.266,1,0.151,0.0149,0,0.127,0.644,145.133,1mB7dCUM7sPyNab6R43nlj,218787,4,6
0.397,0.975,2,-3.532,0,0.365,0.00152,0,0.118,0.451,192.021,3ouugfdFz6exFXUxu7wRvD,250240,4,6
0.239,0.969,11,-3.547,0,0.27,0.0224,9.24E-05,0.452,0.245,93.565,4MjJlPgUYMQjvHOQq0uvOv,183782,4,1
0.403,0.965,6,-2.238,1,0.0964,3.81E-05,0.000276,0.341,0.431,112.363,1IT0WQk5J8NsaeII8ktdlZ,236293,4,6
0.452,0.964,6,-2.877,1,0.0792,0.00205,5.31E-06,0.205,0.464,144.048,6bGac1gBHs7kUKihrudMzq,237400,4,6
0.544,0.417,8,-4.387,1,0.0247,0.586,0,0.085,0.207,95.156,3zl7j5ua8mF4JDYuxrfo01,265363,3,4
0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400,3,4
0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,0afhq8XCExXpqazXczTSve,170827,4,2
0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,51ChrwmUPDJvedPQnIU8Ls,238440,3,4
0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,3Lfiu5sZ4M4B6JaKMBc0FU,191147,4,2
0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,1huvTbEYtgltjQRXzrNKGi,219840,4,1
0.754,0.613,5,-6.342,1,0.229,0.318,0,0.335,0.904,113.196,2dmOWlEHrP266Qgz6wnUrd,208400,4,2
0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,2eB7JqIY4hTTSz31h6bjwR,439120,4,6
0.612,0.841,10,-4.332,0,0.219,0.0157,0,0.23,0.644,169.915,6XxpvCj3eLWs3lYowSgC4G,238726,4,3
0.599,0.775,1,-4.018,0,0.0543,0.0217,0,0.0678,0.696,129.817,3uRLwBjI2TahxslcMTvpFs,223123,4,3
0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,5hTpBe8h35rJ67eAWHQsJx,209640,4,7
0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,45Egmo7icyopuzJN0oMEdk,201707,4,10
0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,7uzmGiiJyRfuViKKK3lVmR,131064,4,2
0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21E-06,0.176,0.589,140.08,5jyyPsIGM2yqkZN9R3TmvN,238893,4,3
0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,0P6AWOA4LG1XOctzaVu5tt,171806,4,2
0.884,0.698,0,-9.101,1,0.364,0.0405,0,0.195,0.575,140.068,2EgB4n6XyBsuNUbuarr4eG,191938,4,7
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,4qKcDkK6siZ7Jp1Jb4m0aL,181263,4,7
0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,51rXHuKN8Loc4sUlKPODgH,229670,4,6
0.676,0.67,8,-6.584,1,0.0374,0.353,0,0.103,0.54,113.01,7lozLnUfzcgEpMMVQI7yhA,148260,4,10
0.666,0.677,2,-5.743,1,0.0326,0.214,0,0.0979,0.178,100.014,5TVirkSwFEXF1nLJEebe2I,178242,4,10
0.786,0.82,9,-5.093,0,0.232,0.222,0,0.575,0.49,119.982,22nyEAEM29tcBRhukR089b,220996,4,1
0.68,0.779,5,-5.834,1,0.0532,0.0337,4.02E-06,0.112,0.355,91.963,0BPPXRTLzEySdF5DZm0Hmg,132079,4,10
0.416,0.559,0,-10.751,0,0.0349,0.00346,0.085,0.148,0.152,137.17,2fvObZjCzCF57MKmn1ePPO,392400,4,6
0.416,0.559,0,-10.751,0,0.0349,0.00346,0.085,0.148,0.152,137.17,2fvObZjCzCF57MKmn1ePPO,392400,4,6
0.416,0.559,0,-10.751,0,0.0349,0.00346,0.085,0.148,0.152,137.17,2fvObZjCzCF57MKmn1ePPO,392400,4,6
0.861,0.745,1,-6.77,1,0.0608,0.00138,1.87E-05,0.141,0.889,150.002,3s3VVLE1kB7Xk2AoJKlGmr,217560,4,2
0.804,0.823,8,-5.837,1,0.0488,0.104,0,0.2,0.616,126.007,7u90MSvVyEjL0c8icaE7jl,217147,4,2
0.747,0.532,10,-5.474,0,0.0394,0.0549,2.78E-06,0.121,0.347,77.032,4fZxGiES1FKbNqJPrI4L3s,221360,4,0
0.827,0.643,10,-6.414,0,0.0899,0.257,0,0.094,0.433,95.965,3W4JFzOQdo5J2Wgt9DFg24,240093,4,0
0.827,0.643,10,-6.414,0,0.0899,0.257,0,0.094,0.433,95.965,3W4JFzOQdo5J2Wgt9DFg24,240093,4,0
0.827,0.643,10,-6.414,0,0.0899,0.257,0,0.094,0.433,95.965,3W4JFzOQdo5J2Wgt9DFg24,240093,4,0
0.675,0.675,0,-7.527,1,0.283,0.0826,0,0.12,0.622,173.922,58cvckETahSOG74RP5WE99,154373,4,7
0.675,0.675,0,-7.527,1,0.283,0.0826,0,0.12,0.622,173.922,58cvckETahSOG74RP5WE99,154373,4,7
0.777,0.57,1,-6.833,1,0.0472,0.0869,0,0.121,0.321,139.993,5KVciTEfXvpcFHR3RFbtJy,219480,4,10
0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,4EAV2cKiqKP5UPZmY6dejk,204747,4,6
0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,06KyNuuMOX1ROXRhj787tj,217707,4,0
0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,3qonjOrhFCfTnaaMruHzxW,199133,3,4
0.61,0.86,8,-4.6,0,0.127,0.177,0,0.155,0.549,98.995,4nNZ4ra9sJnsdixXELkfW5,218667,4,3
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,1ZAyjvIk9YiD76yYy0TEG6,175230,4,10
0.788,0.639,1,-7.834,1,0.319,0.433,0,0.142,0.746,81.482,2xEvCnhZMxvvRwaF4le8UV,137356,4,7
0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,3swc6WTsr7rl9DqQKQA55C,221440,4,10
0.767,0.689,10,-5.573,0,0.0852,0.103,0,0.0786,0.555,154.957,6dnrppGRbt8fie18Lcd9Dd,164133,4,3
0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,689uBlyIufk2LUhAwjny4w,203908,4,0
0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,2RlgNHKcydI9sayD2Df2xp,303373,4,9
0.519,0.801,2,-8.064,1,0.0408,0.268,0,0.173,0.891,166.632,1W51a25vcNYcO3d4oM62L6,180867,4,2
0.358,0.341,7,-9.61,1,0.0302,0.773,0.000143,0.193,0.39,80.2,6CheRswRZOyRyaYIeeFloE,240240,3,4
0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,7DFnq8FYhHMCylykf6ZCxA,229040,4,10
0.765,0.437,4,-10.122,0,0.0727,0.0271,1.31E-06,0.167,0.498,92.402,2HAVFycrhtbmLxyyxpm6JI,290293,4,0
0.643,0.843,4,-6.247,0,0.0514,0.261,0,0.0947,0.883,83.016,49eAIPivcw5idA57ZWnp5h,237373,4,3
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,4,2
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373,4,6
0.717,0.8,5,-5.794,0,0.0497,0.371,0.158,0.327,0.954,129.642,5iFhkFf9JLA3XiROdYsg1i,250000,4,3
0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,4jDmJ51x1o9NZB5Nxxc7gY,300107,4,3
