danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,119133,4,7
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,7
0.729,0.687,8,-8.06,0,0.25,0.0108,0,0.162,0.683,160.085,179831,4,3
0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,112667,4,3
0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,157643,4,2
0.605,0.789,9,-4.833,0,0.288,0.053,0,0.735,0.731,189.866,138474,4,1
0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,291782,4,2
0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,227741,4,2
0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827,4,3
0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040,3,4
0.581,0.651,7,-5.617,1,0.0392,0.143,1.05E-05,0.107,0.146,151.959,264600,4,6
0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,285653,4,6
0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4,0
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,3
0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,216773,4,3
0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,4,0
0.573,0.591,11,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721,230713,5,0
0.855,0.48,1,-8.902,1,0.0588,0.254,2.16E-05,0.151,0.798,97.793,230240,4,2
0.355,0.448,5,-10.929,0,0.0388,0.458,0.794,0.779,0.229,99.147,304067,4,8
0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,5,10
0.858,0.749,10,-10.577,0,0.0887,0.109,1.59E-05,0.145,0.872,134.386,262467,4,3
0.608,0.737,1,-7.573,0,0.0369,0.212,0.000202,0.0995,0.632,164.345,217053,4,3
0.592,0.654,10,-12.714,1,0.0378,0.0297,0.000154,0.201,0.962,143.294,303800,4,2
0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285333,3,4
0.556,0.9,0,-6.11,1,0.097,0.123,0,0.571,0.804,126.686,266933,4,1
0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4,2
0.691,0.736,0,-4.993,1,0.0321,0.104,0,0.111,0.0395,140.034,193510,4,10
0.686,0.73,6,-5.077,0,0.374,0.278,4.76E-05,0.106,0.474,128.943,191600,5,7
0.659,0.513,0,-7.186,1,0.0293,0.315,0,0.283,0.855,133.609,177533,4,2
0.742,0.742,1,-4.364,1,0.0928,0.14,0,0.073,0.819,104.046,287333,4,2
0.625,0.536,0,-5.428,1,0.0776,0.038,2.31E-05,0.167,0.253,159.914,221787,4,10
0.798,0.733,7,-4.811,0,0.0476,0.265,1.25E-06,0.114,0.861,146.046,211427,4,3
0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,4,10
0.738,0.824,5,-5.165,0,0.0437,0.15,0,0.132,0.386,138.039,204360,4,3
0.762,0.621,0,-6.24,1,0.0866,0.61,0,0.464,0.593,120.056,216747,4,2
0.569,0.777,4,-4.041,0,0.0834,0.139,0,0.132,0.181,164.027,246987,4,6
0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,10
0.731,0.774,10,-5.273,0,0.0555,0.434,3.34E-06,0.114,0.219,100.005,212467,4,0
0.606,0.775,5,-4.269,0,0.0671,0.262,0,0.1,0.307,164.02,228147,4,6
0.755,0.769,10,-5.658,0,0.186,0.314,2.38E-06,0.0628,0.642,114.966,186080,4,3
0.851,0.479,2,-10.011,1,0.261,0.0112,0,0.301,0.424,132.98,149774,4,7
0.98,0.713,5,-4.98,1,0.0468,0.0055,0,0.106,0.67,125.03,264001,4,2
0.713,0.831,1,-4.75,0,0.15,0.0168,0,0.118,0.584,173.948,332301,4,6
0.652,0.678,2,-6.183,1,0.0541,0.183,3.26E-05,0.106,0.28,72.989,263014,4,10
0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,225773,4,10
0.806,0.57,1,-6.927,1,0.246,0.0977,0,0.105,0.454,93.015,231453,4,10
0.886,0.473,7,-7.338,0,0.255,0.27,2.58E-05,0.0864,0.438,135.065,200205,4,0
0.791,0.504,10,-7.864,1,0.266,0.0183,0,0.0963,0.355,159.949,230953,4,7
0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,177140,4,0
0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4,2
0.48,0.837,0,-7.665,0,0.0464,0.00173,0.946,0.292,0.768,124.941,142080,4,8
0.73,0.903,5,-6.377,0,0.0941,0.0047,0.778,0.024,0.962,161.99,142732,4,8
0.864,0.551,3,-5.198,1,0.22,0.144,0,0.104,0.38,139.934,238534,4,10
0.47,0.745,9,-5.258,0,0.26,0.0195,0,0.377,0.268,125.004,230573,4,6
0.511,0.491,11,-8.322,1,0.207,0.105,0,0.114,0.711,103.961,188721,4,10
0.812,0.628,10,-6.164,0,0.0682,0.0634,0,0.254,0.485,123.004,207059,4,3
0.899,0.504,8,-6.758,0,0.5,0.826,0,0.052,0.537,129.89,207813,4,7
0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,219333,4,2
0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4,3
0.878,0.434,2,-7.84,1,0.256,0.406,0.00293,0.124,0.176,129.98,221720,4,10
0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387,4,6
0.869,0.642,8,-5.03,0,0.0367,0.359,1.42E-06,0.0694,0.917,99.992,197107,4,3
0.675,0.604,1,-6.266,1,0.193,0.752,0,0.111,0.456,168.034,190533,4,9
0.725,0.77,1,-6.24,1,0.0539,0.149,2.17E-05,0.0641,0.647,93.009,263413,4,2
0.733,0.754,0,-3.392,0,0.0593,0.264,0,0.131,0.849,115.024,190053,4,3
0.502,0.413,4,-7.373,1,0.039,0.872,0,0.213,0.474,175.507,217560,4,9
0.77,0.555,4,-6.361,1,0.0754,0.224,1.78E-06,0.0754,0.776,100.035,170947,4,2
0.797,0.469,8,-8.112,1,0.0646,0.0599,0,0.0753,0.481,103.057,224240,4,10
0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17E-06,0.277,0.377,131.435,323707,4,6
0.619,0.748,7,-5.961,1,0.033,0.0656,1.86E-05,0.241,0.299,114.983,206560,4,10
0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4,2
0.693,0.46,0,-7.912,0,0.226,0.392,0,0.157,0.873,78.09,173947,4,0
0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,192027,4,3
0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4,1
0.875,0.878,8,-5.358,1,0.179,0.0966,0,0.333,0.381,100.042,163200,4,2
0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,217405,4,0
0.88,0.728,10,-6.939,0,0.205,0.136,5.42E-05,0.337,0.715,160.976,200373,4,3
0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898,213080,4,3
0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4,8
0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,238587,4,2
0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341,4,0
0.896,0.675,1,-3.908,1,0.124,0.346,8.11E-06,0.262,0.659,131.999,213989,4,2
0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,245867,4,1
0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,205800,4,2
0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106.012,185587,4,3
0.923,0.557,1,-7.467,1,0.368,0.00128,0,0.103,0.344,139.009,221936,4,7
0.618,0.845,2,0.175,1,0.132,0.114,0,0.415,0.486,171.921,181720,4,6
0.529,0.8,10,-7.025,1,0.166,0.155,0,0.0858,0.356,104.058,728413,4,6
0.852,0.632,11,-8.08,0,0.43,0.606,0,0.142,0.715,140.489,213573,4,7
0.91,0.477,2,-5.259,1,0.418,0.121,0,0.305,0.313,145.994,155893,4,7
0.584,0.546,2,-9.321,1,0.0762,0.444,0,0.355,0.355,136.335,242747,4,9
0.777,0.64,11,-6.656,0,0.0568,0.174,1.33E-05,0.179,0.583,115.928,205120,4,3
0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,218615,4,3
0.613,0.522,0,-6.814,1,0.115,0.567,0,0.13,0.447,59.406,235545,4,9
0.696,0.693,3,-4.64,1,0.044,0.175,0,0.122,0.601,126.025,194755,4,2
0.797,0.908,1,-5.171,1,0.0389,0.214,0,0.084,0.962,122.962,203467,4,2
0.493,0.4,0,-8.117,1,0.0261,0.0425,1.47E-06,0.133,0.15,91.004,206209,4,10
0.534,0.596,6,-6.653,0,0.117,0.56,0,0.133,0.324,100.121,190867,4,0
0.791,0.521,1,-7.75,1,0.0463,0.0213,0,0.122,0.466,108.934,202387,4,10
0.522,0.755,8,-4.405,0,0.0461,0.214,0,0.102,0.441,83.965,216280,4,0
0.519,0.908,5,-2.733,1,0.0669,0.22,0,0.0673,0.702,164.061,192133,4,6
0.659,0.946,11,-3.73,0,0.211,0.219,0,0.143,0.498,122.045,188852,4,3
0.556,0.432,3,-8.551,1,0.545,0.495,0,0.308,0.352,164.235,205547,4,7
0.854,0.766,9,-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,224258,4,3
0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16E-06,0.233,0.796,110.054,211000,4,2
0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,284760,4,6
0.636,0.873,0,-4.672,0,0.071,0.0407,1.27E-06,0.0372,0.908,165.071,192427,4,3
0.261,0.302,5,-8.19,0,0.0339,0.769,2.57E-06,0.0863,0.0883,81.418,278987,3,4
0.571,0.863,4,-7.661,0,0.048,0.257,0,0.532,0.782,94.299,179667,4,1
0.716,0.519,7,-7.472,1,0.0554,0.554,0,0.0993,0.466,87.963,200600,4,9
0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038,235747,4,2
0.485,0.476,5,-8.887,1,0.128,0.792,0,0.113,0.601,171.479,169587,4,9
0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200,4,7
0.968,0.352,9,-7.122,1,0.121,0.0365,0.000103,0.0677,0.599,111.968,175573,4,10
0.361,0.311,2,-11.748,0,0.0369,0.872,0,0.0987,0.323,89.362,212773,4,9
0.737,0.451,2,-9.405,1,0.229,0.812,0,0.108,0.664,153.766,159400,4,9
0.484,0.7,4,-4.812,0,0.241,0.237,0,0.084,0.487,83.981,180000,4,0
0.79,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029,131139,4,2
0.697,0.568,5,-8.017,1,0.0369,0.475,2.51E-05,0.0922,0.502,153.931,202600,4,10
0.654,0.547,10,-6.598,1,0.127,0.25,0,0.0961,0.507,173.981,207857,4,10
0.847,0.699,5,-5.595,1,0.19,0.0639,0,0.321,0.845,113.959,189693,4,2
0.673,0.662,1,-5.863,1,0.032,0.432,1.92E-06,0.0951,0.167,104.038,219053,4,10
0.809,0.877,10,-3.749,0,0.283,0.00477,0.00129,0.121,0.662,109.894,218607,4,3
0.756,0.588,1,-8.582,0,0.242,0.00209,2.70E-05,0.154,0.312,81.949,187340,4,0
0.839,0.548,10,-5.59,1,0.182,0.0061,0,0.0672,0.582,155.995,189545,4,10
0.759,0.724,9,-4.188,0,0.206,0.337,0,0.145,0.334,94.999,200191,4,0
0.697,0.593,0,-5.927,1,0.0914,0.121,0,0.0835,0.243,140.017,215167,4,10
0.709,0.704,10,-4.465,1,0.0882,0.336,0,0.262,0.387,132.043,225367,4,10
0.674,0.677,8,-5.59,1,0.0928,0.425,0,0.171,0.439,149.975,217888,4,10
0.808,0.498,10,-8.153,1,0.395,0.349,0,0.109,0.632,136.967,189417,4,7
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43E-05,0.124,0.574,155.007,264532,4,0
0.445,0.62,5,-5.367,1,0.233,0.228,0,0.131,0.306,159.984,251606,4,6
0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4,10
0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,245604,4,0
0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,10
0.703,0.856,11,-6.336,0,0.0461,0.00064,0.00126,0.38,0.722,108.025,195027,4,3
0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,4,6
0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52E-06,0.447,0.545,120.708,248880,4,1
0.334,0.786,11,-5.002,1,0.0592,3.17E-05,0,0.517,0.901,182.933,196589,4,1
0.494,0.802,4,-5.08,0,0.412,0.0671,0,0.176,0.453,96.703,202515,5,7
0.442,0.71,7,-5.142,1,0.684,0.0264,0,0.618,0.508,205.116,167908,4,7
0.626,0.667,2,-5.882,0,0.233,0.0916,0,0.22,0.285,77.996,139718,4,0
0.647,0.856,5,-4.451,1,0.266,0.153,0,0.262,0.637,143.953,201561,4,2
0.569,0.541,9,-6.036,1,0.381,0.474,0,0.254,0.206,82.423,452504,4,6
0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,225893,4,7
0.782,0.633,8,-4.644,1,0.341,0.0355,0,0.0615,0.749,150.055,175213,4,7
0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4,0
0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,145507,4,7
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4,0
0.642,0.782,5,-3.395,0,0.0477,0.381,0,0.108,0.396,162.005,195053,4,3
0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4,10
0.879,0.595,1,-2.936,1,0.0889,0.0152,0,0.391,0.355,125.994,215227,4,10
0.614,0.876,5,-5.137,0,0.062,0.00293,0.0111,0.0493,0.76,125.245,214091,4,3
0.653,0.781,11,-6.066,0,0.0569,0.000889,0.000246,0.187,0.587,130.081,211492,4,3
0.696,0.901,7,-5.248,1,0.0711,0.0138,4.20E-06,0.0568,0.554,105.004,223426,4,2
0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887,4,9
0.757,0.73,7,-6.304,1,0.185,0.0342,5.87E-05,0.136,0.452,90.013,189533,4,10
0.709,0.529,1,-7.739,1,0.266,0.708,2.80E-06,0.0967,0.459,129.184,240320,4,9
0.749,0.53,1,-5.251,1,0.0386,0.0287,0,0.141,0.332,93.869,204324,4,10
0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,10
0.564,0.722,1,-5.59,0,0.124,0.162,0,0.0931,0.276,99.083,165627,4,0
0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,4,3
0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,7
0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,222653,4,3
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58E-05,0.0891,0.221,139.912,216420,4,0
0.646,0.94,10,-2.856,0,0.0838,0.0209,0,0.0691,0.704,129.011,231787,4,3
0.742,0.784,1,-5.458,1,0.0552,0.0308,0,0.354,0.65,101.002,188200,4,2
0.772,0.79,1,-10.976,1,0.0905,0.177,0.00162,0.221,0.39,131.142,205280,4,10
0.645,0.598,1,-13.18,0,0.0335,0.221,3.53E-06,0.0721,0.913,105.929,227267,4,0
0.334,0.472,0,-8.791,1,0.0277,0.6,3.62E-06,0.317,0.431,179.173,336093,3,4
0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4,2
0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4,3
0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,6
0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,161533,4,9
0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466,4,6
0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800,4,3
0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,4,3
0.665,0.673,0,-7.95,1,0.0493,0.259,7.62E-06,0.497,0.779,132.642,322549,4,1
0.283,0.716,1,-9.632,0,0.0986,0.447,0,0.399,0.828,201.96,233000,4,6
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,2
0.593,0.56,5,-11.749,1,0.0653,0.572,0.00369,0.0719,0.577,140.511,228987,4,9
0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4,9
0.611,0.566,9,-11.715,1,0.0295,0.425,0.000954,0.878,0.639,125.24,211320,4,1
0.631,0.713,5,-7.124,1,0.0311,0.00204,0.000344,0.414,0.891,130.949,212907,4,2
0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,242240,4,3
0.606,0.457,6,-14.035,0,0.0497,0.713,2.53E-05,0.0747,0.813,92.033,244027,4,9
0.729,0.78,5,-7.604,1,0.0631,0.114,0.106,0.0759,0.795,111.833,274000,4,2
0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,212307,4,9
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,9
0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,250032,4,2
0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,270333,4,2
0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,267307,4,6
0.461,0.915,4,-8.524,1,0.0899,0.381,0.000359,0.13,0.777,172.348,248893,4,6
0.641,0.648,7,-13.379,0,0.0298,0.00152,0.87,0.0645,0.965,125.368,506160,4,8
0.76,0.787,1,-5.677,1,0.0301,0.0045,0,0.102,0.46,110.012,237653,4,2
0.527,0.689,2,-7.87,1,0.741,0.161,0,0.498,0.31,170.538,195720,4,7
0.761,0.598,10,-7.249,0,0.182,0.126,0,0.0839,0.446,173.897,163974,4,0
0.414,0.677,1,-5.12,1,0.254,0.0248,0,0.0793,0.0853,172.521,302173,4,6
0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,217925,4,10
0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080,4,0
0.758,0.491,11,-9.877,1,0.138,0.00354,6.50E-06,0.292,0.334,140.121,223240,4,10
0.657,0.571,2,-12.519,1,0.139,0.11,0.00123,0.0735,0.622,167.958,207307,4,10
0.486,0.849,1,-5.432,1,0.246,0.0481,0,0.143,0.519,152.086,216333,4,6
0.5,0.449,0,-10.977,1,0.442,0.422,7.96E-06,0.115,0.104,144.206,219960,1,5
0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,289133,4,1
0.801,0.682,1,-5.919,0,0.225,0.111,1.56E-05,0.109,0.586,123.95,326960,4,3
0.635,0.647,5,-5.864,1,0.0366,0.192,0,0.154,0.201,104.058,262693,4,10
0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,222933,4,2
0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,0
0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,254027,4,1
0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,3
0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4,2
0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,92.791,207187,4,7
0.851,0.806,4,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200,4,2
0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102,259453,4,0
0.403,0.422,7,-13.964,0,0.0373,0.134,2.05E-05,0.0861,0.378,122.728,241293,4,0
0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,202613,4,2
0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,4,0
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,219920,4,2
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,267080,4,3
0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,171360,4,1
0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,6
0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4,3
0.825,0.743,2,-5.995,1,0.149,0.0142,2.12E-05,0.237,0.8,127.045,237120,4,2
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4,1
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4,2
0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.003,272080,4,2
0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,298853,4,6
0.755,0.832,11,-4.869,1,0.0462,0.317,1.90E-05,0.219,0.888,95.044,210853,4,2
0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4,0
0.819,0.829,1,-3.416,1,0.0603,0.00809,0.000424,0.144,0.717,91.993,179587,4,2
0.537,0.865,8,-4.189,1,0.34,0.0115,0,0.0746,0.534,93.054,227285,4,6
0.632,0.681,0,-5.023,0,0.115,0.128,1.53E-05,0.116,0.633,126.477,167000,5,3
0.778,0.771,0,-4.133,0,0.11,0.0774,0.000666,0.118,0.699,94.962,167171,4,3
0.772,0.685,5,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,283400,4,10
0.54,0.675,10,-6.449,0,0.0429,0.1,0,0.237,0.348,99.97,169773,4,0
0.745,0.944,0,-3.959,1,0.134,0.21,1.45E-06,0.333,0.951,179.991,229510,4,2
0.66,0.711,10,-4.95,1,0.0325,0.364,1.01E-06,0.0797,0.749,121.982,249400,4,2
0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,250707,4,3
0.77,0.905,8,-4.467,0,0.0378,0.421,0.642,0.113,0.963,98.056,200267,4,8
0.75,0.877,1,-4.134,0,0.0429,0.0717,0.000107,0.247,0.205,105.031,213133,4,0
0.776,0.9,0,-3.97,1,0.0382,0.058,0,0.256,0.963,127.051,180467,4,2
0.596,0.7,5,-4.911,0,0.0323,0.68,0.000277,0.623,0.926,133.45,265080,4,1
0.575,0.764,4,-7.448,1,0.0746,0.566,1.07E-05,0.0692,0.536,123.821,203240,4,2
0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4,2
0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,215693,4,3
0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,242680,4,3
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,237000,4,2
0.72,0.894,5,-5.379,0,0.0483,0.0108,0.000643,0.269,0.809,125.971,290476,4,3
0.632,0.784,2,-7.457,1,0.0393,0.000157,3.60E-05,0.037,0.278,100.019,203344,4,10
0.557,0.526,8,-9.499,0,0.323,0.00946,0,0.128,0.123,79.954,325853,4,0
0.666,0.646,10,-6.918,0,0.82,0.232,0,0.0919,0.26,75.108,251013,4,7
0.444,0.602,1,-9.538,0,0.483,0.115,0,0.363,0.0668,164.158,479840,4,6
0.746,0.749,1,-7.875,1,0.5,0.273,0,0.094,0.658,113.241,348333,5,7
0.369,0.444,10,-10.074,0,0.232,0.331,0,0.152,0.385,89.572,228187,5,0
0.639,0.547,7,-6.237,0,0.0434,0.115,0,0.373,0.117,129.939,208173,4,0
0.696,0.637,7,-4.895,1,0.106,0.054,0,0.196,0.216,150.017,236760,4,10
0.589,0.766,11,-5.506,0,0.353,0.642,0,0.277,0.65,80.563,249240,4,3
0.668,0.508,7,-7.502,0,0.356,0.00499,0,0.318,0.371,160.225,243173,4,7
0.443,0.47,10,-8.587,1,0.101,0.725,1.06E-06,0.101,0.483,82.546,223587,4,9
0.624,0.317,8,-18.846,1,0.94,0.72,0,0.242,0.302,49.381,28160,4,7
0.498,0.856,1,-7.057,0,0.399,0.242,0,0.0958,0.558,81.806,214160,4,7
0.674,0.464,8,-8.943,0,0.436,0.328,0,0.155,0.428,139.988,209400,4,7
0.336,0.614,0,-8.139,0,0.375,0.0189,1.08E-06,0.135,0.253,190.981,173933,4,7
0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,153467,4,10
0.794,0.745,9,-11.367,0,0.037,0.273,0.000414,0.143,0.706,124.249,225882,4,3
0.69,0.817,10,-10.137,0,0.0478,0.0109,0.00276,0.103,0.285,116.211,289560,4,0
0.622,0.807,5,-6.752,0,0.408,0.103,0,0.306,0.892,174.06,220293,4,7
0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,202583,4,8
0.692,0.938,9,-6.767,1,0.0468,0.0046,0.00412,0.0631,0.67,104.887,238733,4,2
0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,234493,4,2
0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4,3
0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,289533,3,4
0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,280000,4,9
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4,9
0.818,0.653,1,-8.396,1,0.204,0.0335,5.46E-06,0.22,0.533,99.931,261133,4,10
0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,4,2
0.567,0.512,0,-8.831,1,0.0357,0.545,0,0.296,0.334,130.271,252613,4,9
0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,388267,3,4
0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.355,295533,4,10
0.558,0.928,5,-3.04,1,0.0356,0.0746,5.44E-05,0.696,0.6,96.313,244813,4,1
0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98E-05,0.103,0.858,93.764,211213,4,2
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,9
