danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
0.829,0.791,5,-5.802,0,0.0709,0.0728,0.0582,0.0676,0.794,100.477,247333,4,3
0.467,0.98,4,-1.857,0,0.0934,0.000405,0.000908,0.445,0.222,123.089,251800,4,6
0.471,0.721,7,-3.496,1,0.0277,0.0579,0,0.094,0.3,92.882,295573,4,6
0.685,0.971,9,-3.153,0,0.0362,0.142,7.04E-06,0.0689,0.899,111.926,213093,4,3
0.55,0.917,11,-3.89,0,0.0732,0.0143,9.24E-05,0.0615,0.349,112.679,218373,4,3
0.243,0.47,4,-8.194,0,0.0353,0.309,0.000798,0.121,0.393,204.026,204973,4,6
0.48,0.966,11,-2.64,0,0.102,0.176,6.44E-06,0.27,0.719,172.372,207667,4,3
0.51,0.859,0,-3.482,1,0.0364,0.0985,5.61E-06,0.216,0.252,131.868,270827,4,6
0.694,0.602,0,-5.411,0,0.035,0.243,1.03E-05,0.124,0.413,112.735,261467,4,0
0.6,0.912,7,-3.449,0,0.0724,0.0198,6.52E-05,0.0883,0.506,110.339,277533,4,3
0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,248640,4,6
0.491,0.707,9,-3.925,1,0.0318,0.0236,2.69E-06,0.156,0.219,113.474,314773,4,6
0.685,0.787,4,-4.402,0,0.0398,0.2,0,0.328,0.652,89.659,203533,4,3
0.419,0.967,9,-3.349,0,0.087,0.537,4.88E-05,0.186,0.837,147.158,139840,4,3
0.567,0.711,2,-3.744,0,0.0788,0.0633,1.68E-06,0.334,0.507,141.058,205267,4,6
0.28,0.947,6,-3.461,1,0.142,0.00442,0.000659,0.187,0.401,90.149,224507,3,6
0.584,0.849,9,-5.458,1,0.0976,0.115,0,0.0697,0.144,118.542,19133,4,10
0.468,0.826,6,-3.701,0,0.0295,0.000858,5.01E-06,0.104,0.359,102.817,240333,4,6
0.671,0.984,7,-2.381,1,0.0955,0.0561,0,0.113,0.871,97.743,205733,4,2
0.667,0.9,8,-9.201,1,0.15,0.0131,0,0.0889,0.511,128.905,137040,3,4
0.313,0.753,4,-3.921,0,0.0285,0.0313,2.25E-06,0.142,0.514,176.748,309800,4,6
0.658,0.598,2,-12.971,1,0.184,0.747,0.144,0.143,0.875,109.663,237867,4,9
0.607,0.89,2,-3.148,1,0.0504,0.00624,0.135,0.14,0.671,115.941,262333,4,6
0.67,0.821,9,-6.761,1,0.128,0.457,0.886,0.345,0.707,90.532,230467,4,8
0.524,0.945,11,-2.467,0,0.0797,0.0135,0.00332,0.108,0.8,149.819,270467,4,3
0.34,0.15,9,-12.69,1,0.0352,0.836,0,0.307,0.224,128.259,172400,3,4
0.677,0.853,0,-5.494,1,0.0744,0.0478,0.204,0.43,0.907,89.317,303560,4,2
0.374,0.988,4,-1.911,1,0.169,0.117,1.52E-06,0.173,0.405,149.146,224440,4,6
0.684,0.854,2,-2.802,0,0.0334,0.00145,0.000105,0.0913,0.706,141.409,259947,4,3
0.495,0.516,2,-6.134,1,0.0283,0.0986,0.0011,0.167,0.126,78.531,259627,4,10
0.472,0.876,7,-3.102,0,0.103,0.0113,0.000411,0.207,0.638,110.516,365533,4,6
0.378,0.959,9,-3.257,1,0.0993,0.00594,2.92E-05,0.46,0.326,113.754,362307,4,6
0.543,0.998,1,-2.827,0,0.0644,0.0644,0.0107,0.575,0.386,97.412,115867,4,1
0.51,0.849,11,-2.878,0,0.0272,0.0926,0.000601,0.107,0.853,75.755,139387,3,3
0.632,0.991,11,-4.048,1,0.191,0.00203,8.06E-05,0.659,0.504,141.979,177240,4,1
0.635,0.77,9,-3.591,0,0.0336,0.0648,3.44E-06,0.115,0.665,96.697,230707,4,3
0.464,0.918,2,-5.305,1,0.0807,0.00673,0.000846,0.109,0.322,117.399,393907,4,6
0.681,0.886,7,-2.696,0,0.0457,0.0364,6.21E-06,0.141,0.383,118.783,220813,4,3
0.626,0.776,9,-7.167,1,0.0799,0.0221,1.69E-06,0.124,0.401,82.13,239133,4,10
0.56,0.953,7,-2.372,0,0.0851,0.005,1.60E-05,0.226,0.519,111.911,208000,4,3
0.354,0.964,5,-1.822,0,0.0973,5.08E-05,0.203,0.326,0.526,113.079,240200,4,6
0.595,0.94,10,-2.733,1,0.0357,0.00432,6.16E-06,0.119,0.845,111.071,261867,4,2
0.409,0.813,11,-4.288,0,0.0301,0.00531,0,0.242,0.497,82.668,166440,4,3
0.337,0.974,9,-1.47,0,0.114,0.0108,0,0.296,0.437,151.251,232493,4,6
0.515,0.951,2,-4.845,0,0.0698,0.00516,0.000175,0.125,0.307,144.901,246427,4,6
0.681,0.893,2,-2.464,1,0.0347,0.078,0,0.154,0.581,126.697,213120,4,2
0.546,0.79,0,-5.329,1,0.0299,0.0183,1.09E-06,0.0933,0.573,88.357,216720,4,2
0.167,0.975,2,-4.279,1,0.216,0.000169,0.0161,0.172,0.0918,199.06,229960,4,6
0.494,0.908,7,-4.029,1,0.0662,0.00096,1.77E-06,0.356,0.368,127.058,218333,4,6
0.359,0.97,2,-4.338,0,0.201,0.0331,0,0.126,0.279,113.591,263667,3,6
0.506,0.83,9,-4.03,1,0.0537,0.0111,0,0.337,0.549,114.485,261453,4,6
0.577,0.766,1,-3.786,0,0.0267,0.0133,3.70E-05,0.158,0.452,88.013,245893,4,0
0.218,0.881,4,-2.885,1,0.0471,0.000982,0,0.0336,0.369,174.637,219400,4,6
0.552,0.884,11,-6.889,0,0.0508,0.00399,0.0358,0.229,0.773,114.884,481907,4,6
0.468,0.661,2,-6.226,0,0.0289,0.0927,0,0.155,0.394,84.615,239640,4,0
0.395,0.995,5,-3.532,1,0.166,0.0237,0.00219,0.903,0.226,133.433,173147,4,1
0.562,0.995,7,-12.704,1,0.159,0.00553,0.000223,0.136,0.0392,152.108,71840,4,10
0.57,0.872,0,-6.348,1,0.0662,0.0478,5.88E-06,0.177,0.527,114.313,238080,4,6
0.362,0.992,9,-2.369,1,0.0663,0.00278,0.0013,0.284,0.309,161.443,212547,4,6
0.502,0.58,7,-6.48,0,0.0294,0.0198,1.56E-05,0.204,0.446,109.509,246827,4,0
0.644,0.997,11,-2.723,0,0.0991,0.00629,0,0.159,0.168,120.088,320907,4,6
0.522,0.694,10,-5.674,1,0.0269,0.0827,0,0.0985,0.358,82.034,224440,4,10
0.467,0.973,4,-4.6,0,0.115,0.00242,5.27E-06,0.158,0.379,118.48,238360,4,6
0.59,0.881,2,-5.167,1,0.0393,0.00382,1.65E-05,0.0861,0.652,118.023,225533,4,2
0.407,0.493,0,-7.324,0,0.0299,0.0287,0,0.137,0.168,78.929,293787,4,0
0.457,0.874,0,-3.059,0,0.0482,0.0111,0,0.0797,0.423,114.797,264800,4,6
0.373,0.73,5,-4.535,0,0.0455,0.00532,1.57E-06,0.147,0.19,116.212,307480,4,6
0.244,0.858,10,-6.732,1,0.102,0.0243,8.86E-06,0.138,0.0933,142.779,255013,4,6
0.646,0.867,4,-4.815,0,0.0586,0.156,7.41E-05,0.421,0.585,97.614,215400,4,3
0.519,0.773,1,-6.609,1,0.0428,0.423,0.000357,0.0991,0.745,77.071,180067,4,2
0.462,0.75,5,-4.34,1,0.0299,0.12,0,0.25,0.411,92.035,256227,4,6
0.467,0.893,7,-4.052,1,0.0337,0.00626,5.38E-05,0.709,0.723,80.544,137827,4,1
0.283,0.982,0,-0.32,1,0.0703,0.000204,0.0756,0.0627,0.438,124.149,231333,4,6
0.488,0.977,9,-4.701,1,0.0938,2.83E-05,0.105,0.082,0.48,117.067,273933,4,6
0.717,0.977,7,-5.375,1,0.101,0.161,0.0925,0.213,0.321,133.493,160800,4,2
0.739,0.88,11,-5.569,0,0.161,0.0556,2.17E-05,0.137,0.711,90.629,205040,4,3
0.737,0.939,5,-5.101,0,0.0793,0.182,0.000596,0.0707,0.964,92.519,226533,4,3
0.568,0.977,0,-2.599,1,0.0596,0.0749,1.51E-05,0.0776,0.349,102.888,224867,4,6
0.496,0.823,11,-2.699,1,0.0316,0.00636,0,0.564,0.367,112.912,255973,4,1
0.133,0.99,2,-2.976,1,0.109,0.000331,0,0.373,0.055,150.187,222773,4,6
0.67,0.75,6,-5.502,0,0.0583,0.137,3.53E-06,0.197,0.88,82.041,202933,4,3
0.241,0.824,0,-2.785,1,0.0479,0.00124,5.83E-06,0.0955,0.2,83.663,292400,4,6
0.738,0.931,4,-4.675,0,0.108,0.025,0,0.0658,0.692,90.61,220827,4,3
0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,261813,4,6
0.506,0.893,2,-3.896,1,0.046,0.000309,0,0.118,0.415,146.971,283367,4,6
0.32,0.909,7,-4.612,1,0.0412,1.62E-05,0.139,0.0443,0.21,109.649,238653,3,4
0.373,0.903,10,-4.49,1,0.083,0.00077,5.86E-06,0.244,0.43,109.121,263080,3,4
0.488,0.884,4,-3.832,1,0.0543,0.0091,5.66E-06,0.0839,0.495,161.957,235307,4,6
0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28E-05,0.0715,0.677,151.986,267680,4,6
0.247,0.942,0,-2.796,1,0.0691,0.00408,1.72E-06,0.0864,0.601,94.094,200827,4,6
0.53,0.973,4,-3.603,0,0.0663,6.44E-05,0.00558,0.129,0.432,105.997,249306,4,6
0.291,0.974,0,-2.834,0,0.199,0.000275,0.000505,0.0838,0.32,76.902,188853,4,6
0.429,0.991,2,-4.824,1,0.0871,6.29E-06,0.0137,0.0389,0.602,137.951,164093,4,6
0.17,0.915,9,-7.359,0,0.0786,5.03E-05,0.382,0.479,0.191,146.969,345988,4,6
0.347,0.932,8,-6.353,1,0.0514,3.10E-05,0.133,0.15,0.42,133.43,205156,4,6
0.322,0.952,10,-7.455,0,0.147,0.0005,0.00868,0.61,0.15,119.848,331289,4,1
0.194,0.911,2,-6.711,1,0.0738,0.000167,0.0305,0.699,0.433,145.374,325277,4,1
0.328,0.939,7,-6.217,1,0.0641,1.19E-05,0.0935,0.99,0.391,108.728,229878,4,1
0.25,0.949,9,-8.098,0,0.145,0.000778,0.0607,0.556,0.158,95.096,450645,4,1
0.211,0.952,7,-6.819,1,0.0712,3.42E-05,0.164,0.634,0.346,110.011,267742,4,1
0.391,0.968,7,-7.272,1,0.113,0.000481,0.464,0.561,0.221,121.277,259484,4,1
0.188,0.953,7,-6.876,0,0.132,4.06E-05,0.304,0.706,0.313,147.703,310441,4,1
0.224,0.94,7,-7.581,1,0.11,0.000622,0.0342,0.921,0.202,137.644,486457,4,1
0.243,0.908,2,-8.298,1,0.0379,3.06E-05,0.562,0.464,0.591,98.048,92698,4,8
0.216,0.959,7,-7.648,1,0.108,9.26E-05,0.178,0.774,0.271,147.941,224026,4,1
0.346,0.935,7,-6.881,1,0.0755,0.000279,0.0546,0.881,0.338,111.7,314833,4,1
0.272,0.935,0,-7.305,1,0.0599,0.00173,0.00926,0.971,0.204,98.102,234055,4,1
0.262,0.924,9,-7.637,0,0.133,0.00186,0.0311,0.986,0.33,107.059,437736,4,1
0.205,0.945,2,-6.762,1,0.107,0.000263,0.00358,0.933,0.345,140.508,328782,4,1
0.229,0.947,2,-6.939,1,0.121,0.000125,0.0979,0.979,0.32,131.802,266196,4,1
0.344,0.947,3,-6.886,1,0.0517,0.00131,0.746,0.979,0.454,114.984,255994,4,8
0.351,0.969,4,-6.872,0,0.114,3.09E-05,0.302,0.889,0.266,111.635,288205,4,1
0.227,0.95,0,-7.79,1,0.144,0.000724,0.0329,0.922,0.112,120.862,535610,4,1
0.182,0.967,0,-6.677,0,0.134,0.000279,0.0265,0.966,0.218,150.417,238090,4,1
0.222,0.967,9,-6.977,1,0.132,0.000543,0.359,0.719,0.38,138.35,237015,4,1
0.201,0.95,7,-8.583,1,0.195,0.00104,0.271,0.951,0.076,106.115,272283,3,1
0.147,0.922,4,-6.442,1,0.0606,0.000703,0.00492,0.986,0.111,161.288,334600,4,1
0.219,0.942,2,-8.507,1,0.315,0.00247,0.0312,0.985,0.171,141.508,394095,4,1
0.185,0.939,10,-6.812,1,0.0774,0.000215,0.512,0.946,0.143,101.387,507032,4,1
0.32,0.909,7,-4.612,1,0.0412,1.62E-05,0.139,0.0443,0.21,109.649,238653,3,4
0.587,0.908,7,-3.665,1,0.0387,0.000236,1.92E-05,0.0888,0.323,108.984,193680,4,6
0.506,0.893,2,-3.896,1,0.046,0.000309,0,0.118,0.415,146.971,283367,4,6
0.496,0.918,5,-3.473,1,0.0573,7.68E-05,0.000124,0.121,0.338,116.039,274301,4,6
0.514,0.906,7,-4.267,1,0.0494,0.000168,0.000682,0.32,0.485,106.97,219427,4,6
0.488,0.884,4,-3.832,1,0.0543,0.0091,5.66E-06,0.0839,0.495,161.957,235307,4,6
0.585,0.86,11,-4.061,1,0.0293,0.000386,0,0.0697,0.601,140.079,149453,4,2
0.495,0.92,9,-4.583,1,0.0463,7.29E-05,0.000224,0.0627,0.477,148.038,339573,4,6
0.532,0.878,2,-4.023,1,0.0408,0.00027,0.000177,0.262,0.496,111.736,270733,4,6
0.53,0.973,4,-3.603,0,0.0663,6.44E-05,0.00558,0.129,0.432,105.997,249306,4,6
0.549,0.897,1,-3.755,1,0.0455,0.000129,0.000101,0.189,0.747,129.943,201867,4,2
0.494,0.913,4,-4.101,1,0.0519,0.000296,0.00251,0.0692,0.294,116.046,271520,4,6
0.455,0.948,9,-3.769,1,0.0653,2.39E-05,0.0892,0.0519,0.287,77.443,261840,4,6
0.613,0.94,2,-3.99,1,0.0557,6.48E-05,0.195,0.0366,0.662,92.549,58667,4,2
0.517,0.88,2,-4.145,1,0.0456,0.00063,4.72E-06,0.135,0.417,146.937,283366,4,6
0.488,0.884,4,-3.832,1,0.0543,0.0091,5.66E-06,0.0839,0.495,161.957,235307,4,6
0.373,0.976,11,-5.857,0,0.112,1.52E-05,0.0199,0.985,0.292,75.94,244713,4,1
0.435,0.582,11,-12.582,0,0.0366,0.00585,0.942,0.0495,0.6,128.357,88000,5,8
0.544,0.933,2,-5.218,1,0.038,3.49E-05,0.000655,0.15,0.46,104.992,206560,4,6
0.519,0.85,2,-4.511,1,0.0264,2.36E-05,2.30E-06,0.0671,0.619,109.031,232507,4,6
0.397,0.978,7,-5.565,1,0.0514,4.73E-06,0.591,0.321,0.435,107.703,214560,4,8
0.514,0.953,0,-4.762,1,0.0434,8.74E-05,5.45E-05,0.0877,0.587,104.36,229093,4,6
0.196,0.952,0,-4.784,1,0.108,7.94E-06,0.00701,0.216,0.179,79.368,307894,4,6
0.555,0.951,7,-5.297,0,0.0272,5.77E-05,0.00767,0.318,0.28,102.499,315280,4,6
0.476,0.977,5,-5.576,1,0.0825,0.000101,9.44E-06,0.0575,0.607,141.071,221560,4,6
0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28E-05,0.0715,0.677,151.986,267680,4,6
0.257,0.976,2,-5.591,1,0.0721,1.56E-05,0.0032,0.328,0.351,136.797,288213,4,6
0.602,0.941,0,-4.152,0,0.0384,0.0074,0.00201,0.157,0.604,111.988,244560,4,3
0.514,0.907,9,-5.923,1,0.0288,0.000254,5.41E-05,0.0775,0.421,100.237,255427,4,6
0.4,0.966,2,-5.756,1,0.0402,9.43E-05,0.00386,0.0661,0.216,94.02,345840,4,6
0.438,0.798,7,-5.453,0,0.0299,0.000129,0.000383,0.251,0.308,149.981,290547,4,6
0.551,0.962,9,-4.871,0,0.0398,0.000326,3.92E-05,0.256,0.545,144.069,226587,4,3
0.524,0.872,2,-4.922,1,0.0316,0.000133,9.18E-06,0.0757,0.715,151.996,267520,4,6
0.212,0.961,10,-5.515,1,0.138,7.56E-05,1.88E-05,0.877,0.513,149.459,312213,4,1
0.373,0.93,2,-5.319,1,0.0661,8.67E-05,0.00441,0.978,0.535,133.822,225867,4,1
0.266,0.896,1,-5.952,1,0.0615,3.60E-05,0.000596,0.372,0.483,130.6,208933,4,6
0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,213760,4,2
0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,166707,4,2
0.576,0.864,6,-3.981,1,0.0462,0.02,1.68E-06,0.683,0.609,97.225,272973,4,1
0.573,0.929,11,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,289560,4,1
0.428,0.781,1,-6.823,0,0.281,0.0675,0.000781,0.615,0.709,93.244,146480,4,1
0.463,0.572,9,-4.74,1,0.0802,0.00537,6.10E-06,0.315,0.595,126.093,293493,4,6
0.543,0.911,1,-3.318,1,0.0531,0.0175,0.000303,0.151,0.484,89.97,220627,4,6
0.494,0.947,6,-4.403,1,0.0405,0.00119,9.46E-06,0.0578,0.593,102.098,181840,4,2
0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4,0
0.864,0.421,0,-11.233,0,0.274,0.453,0,0.108,0.57,129.785,188556,4,7
0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,173307,4,9
0.803,0.384,7,-6.522,1,0.179,0.573,0,0.194,0.503,141.926,210147,4,9
0.635,0.801,4,-3.366,0,0.0593,0.0163,0,0.148,0.421,169.981,268653,4,6
0.427,0.916,4,-3.716,0,0.116,0.000156,5.37E-06,0.154,0.688,123.539,176378,4,3
0.594,0.321,7,-8.876,1,0.116,0.57,0.00171,0.245,0.109,159.941,166493,4,9
0.897,0.449,7,-9.353,1,0.0921,0.353,4.31E-06,0.122,0.631,115.959,178298,4,10
0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4,7
0.722,0.595,9,-7.482,1,0.4,0.0359,0,0.276,0.655,171.167,232679,4,7
0.702,0.492,4,-9.876,0,0.365,0.385,0.000315,0.127,0.232,74.949,175424,4,0
0.888,0.74,8,-5.363,1,0.238,0.00586,0,0.218,0.664,100.003,175711,4,2
0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4,10
0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4,10
0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,347987,4,7
0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,215733,4,9
0.43,0.806,7,-5.023,1,0.0367,0.315,0.737,0.403,0.448,157.003,140637,4,8
0.414,0.462,10,-10.247,1,0.167,0.536,0,0.536,0.346,78.632,153488,4,9
0.492,0.643,6,-6.418,1,0.221,0.092,1.14E-05,0.103,0.525,90.126,213315,4,10
0.842,0.808,11,-3.243,0,0.0491,0.206,0,0.258,0.705,145.03,190345,4,3
0.442,0.579,5,-6.484,1,0.145,0.489,1.04E-06,0.126,0.546,83.336,183428,4,9
0.835,0.659,4,-5.696,1,0.31,0.0123,0,0.372,0.579,129.93,195257,4,7
0.538,0.463,0,-6.185,1,0.0295,0.652,0,0.087,0.376,132.953,173307,4,9
0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,182075,4,3
0.672,0.719,8,-6.268,1,0.0438,0.161,0,0.204,0.663,122.574,214787,4,2
0.532,0.291,11,-10.492,1,0.126,0.793,0,0.105,0.548,101.937,217059,4,9
0.866,0.51,10,-6.254,1,0.256,0.0146,0,0.107,0.171,106.949,234640,4,10
0.839,0.54,0,-6.814,1,0.0357,0.00786,2.75E-05,0.0589,0.718,119.981,180093,4,2
0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,4,3
0.779,0.357,1,-9.473,1,0.399,0.199,0,0.112,0.341,70.07,164571,4,7
0.775,0.694,11,-5.063,0,0.182,0.0021,0,0.161,0.442,77.389,178093,4,3
0.745,0.677,1,-5.355,1,0.215,0.181,0,0.0895,0.72,97.092,251258,4,2
0.822,0.792,9,-4.441,0,0.189,0.383,0.136,0.137,0.42,130.018,178851,4,3
0.506,0.745,8,-6.044,1,0.331,0.0594,0,0.341,0.311,161.808,192947,4,6
0.603,0.581,0,-6.04,1,0.0333,0.241,0.00399,0.144,0.153,121.049,191699,4,10
0.708,0.661,6,-5.028,0,0.11,0.00988,0,0.135,0.293,155.962,177865,4,0
0.807,0.861,10,-3.164,0,0.421,0.0469,0,0.344,0.715,175.983,155455,4,7
0.78,0.341,1,-10.162,0,0.465,0.517,0,0.0873,0.342,70.011,178640,4,7
0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,9
0.812,0.824,7,-5.577,1,0.305,0.0876,0,0.703,0.617,156.963,175728,4,1
0.822,0.484,1,-7.166,1,0.0865,0.0311,6.22E-06,0.31,0.0934,150.061,129778,4,10
0.626,0.639,10,-5.62,1,0.085,0.0465,0,0.246,0.638,144.009,210992,4,2
0.7,0.579,5,-6.543,0,0.255,0.271,0,0.103,0.745,199.987,207568,4,7
0.6,0.678,1,-5.363,1,0.0331,0.015,0,0.0707,0.459,134.077,150448,4,10
0.426,0.646,10,-8.048,1,0.039,0.0294,0.0343,0.0792,0.263,122.073,126653,4,10
0.576,0.736,11,-7.572,1,0.224,0.178,0,0.238,0.484,101.928,162587,4,10
0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,149878,4,2
0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4,0
0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4,10
0.747,0.458,6,-6.891,1,0.303,0.451,0,0.252,0.47,75.029,182000,4,7
0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.979,222947,4,10
0.287,0.364,9,-8.295,1,0.0306,0.418,1.80E-05,0.185,0.11,103.777,271467,4,9
0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4,3
0.647,0.309,7,-7.948,0,0.0366,0.78,7.41E-06,0.202,0.195,87.045,171573,4,9
0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,129264,4,7
0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,10
0.708,0.667,4,-5.854,1,0.0356,0.16,0.000683,0.183,0.616,145.976,165034,4,2
0.777,0.542,2,-7.778,1,0.0685,0.0567,0,0.103,0.325,134.032,172385,4,10
0.862,0.618,2,-4.209,1,0.312,0.0121,0,0.108,0.234,160.001,173684,4,7
0.686,0.832,4,-5.673,0,0.0725,0.000321,0.127,0.583,0.884,127.023,192173,4,1
0.854,0.727,1,-6.846,1,0.114,0.00598,0,0.0867,0.766,95.986,176885,4,2
0.785,0.651,9,-5.318,1,0.375,0.333,7.50E-05,0.112,0.69,171.969,218033,4,7
0.856,0.703,7,-4.577,1,0.155,0.0598,0,0.151,0.373,140.046,171430,4,10
0.708,0.793,0,-5.564,0,0.287,0.174,0,0.0634,0.619,140.941,146043,4,7
0.562,0.544,8,-5.065,1,0.369,0.536,0,0.17,0.231,159.517,375050,4,6
0.749,0.476,11,-11.147,0,0.507,0.579,0,0.1,0.534,71.937,188189,4,7
0.611,0.508,11,-5.573,0,0.0741,0.374,3.87E-06,0.168,0.368,103.612,193963,4,0
0.462,0.773,8,-5.375,1,0.288,0.632,0,0.212,0.455,86.157,230717,4,6
0.333,0.859,6,-2.286,1,0.148,0.0185,0,0.22,0.125,86.882,332530,5,6
0.936,0.559,7,-8.587,0,0.157,0.479,0,0.128,0.527,112.347,241440,4,0
0.872,0.472,9,-8.217,1,0.205,0.243,2.22E-06,0.0902,0.255,130.985,229587,4,10
0.8,0.696,6,-7.004,0,0.228,0.25,1.40E-06,0.0894,0.189,100.003,172881,4,0
0.909,0.55,9,-7.795,1,0.0728,0.0688,8.97E-05,0.11,0.189,130.036,194875,4,10
0.67,0.391,4,-9.939,0,0.0729,0.431,0,0.24,0.108,79.971,245759,4,0
0.844,0.513,1,-8.769,1,0.335,0.178,0,0.0845,0.344,128.085,244941,4,7
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,4,10
0.948,0.396,5,-8.08,0,0.173,0.00335,0,0.192,0.593,104.006,240000,4,0
0.829,0.73,6,-4.554,0,0.241,0.309,0,0.109,0.324,149.075,180780,4,0
0.555,0.592,6,-6.833,1,0.333,0.129,0,0.103,0.663,92.196,232613,4,7
0.369,0.609,9,-4.477,0,0.184,0.259,4.10E-05,0.133,0.381,80.362,181140,1,5
0.826,0.365,1,-7.024,1,0.0412,0.849,3.80E-06,0.186,0.802,85.244,239324,4,9
0.548,0.483,4,-9.102,1,0.0268,0.515,0.0674,0.0922,0.166,159.952,286387,4,9
0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,207095,4,6
0.648,0.727,0,-3.791,1,0.142,0.229,0,0.17,0.689,160.024,175067,4,2
0.668,0.654,0,-5.187,1,0.0462,0.0882,0,0.0969,0.538,146.088,209101,4,2
0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.122,0.42,135.826,176827,4,0
0.777,0.545,6,-5.009,1,0.0686,0.0429,0,0.0751,0.68,75.01,181102,4,2
0.793,0.77,7,-5.281,1,0.314,0.0134,0,0.258,0.564,91.433,262213,4,2
0.76,0.536,11,-8.016,0,0.136,0.169,0.00074,0.171,0.362,91.999,190596,4,0
0.858,0.658,9,-5.539,0,0.253,0.221,0,0.133,0.351,130.018,268000,4,0
0.69,0.639,7,-10.467,1,0.0517,0.051,1.69E-05,0.088,0.181,156.056,165962,4,10
0.765,0.495,8,-6.267,1,0.0421,0.711,0.00555,0.106,0.562,76.013,273507,4,9
0.959,0.578,2,-6.083,1,0.28,0.132,0,0.056,0.89,130.98,163120,4,7
0.772,0.632,11,-6.229,0,0.299,0.0958,0,0.119,0.515,139.965,195429,4,7
0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,200890,4,2
0.745,0.693,2,-5.479,0,0.034,0.339,0,0.123,0.248,98.039,181900,4,0
0.395,0.763,5,-5.296,1,0.174,0.12,0,0.229,0.497,171.756,252757,4,6
0.507,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,86.046,204427,4,10
0.652,0.591,11,-7.274,0,0.0418,0.145,5.65E-06,0.164,0.274,121.873,261800,4,0
0.551,0.416,4,-7.94,1,0.0274,0.648,2.26E-06,0.312,0.255,72.174,223280,4,9
0.477,0.471,6,-10.036,1,0.0277,0.193,1.76E-06,0.131,0.423,81.204,304787,4,10
0.936,0.704,5,-5.47,0,0.457,0.0632,0,0.104,0.566,130.022,214376,4,7
0.78,0.828,8,-2.235,1,0.237,0.409,0,0.104,0.786,160.113,167898,4,2
0.908,0.282,1,-15.34,1,0.512,0.122,0,0.054,0.916,145.091,80483,4,7
0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,286493,4,9
0.772,0.817,6,-4.688,0,0.265,0.314,0.00338,0.0761,0.523,104.04,190554,4,3
0.952,0.579,7,-8.923,1,0.39,0.35,2.08E-06,0.136,0.483,128.024,166635,4,7
0.805,0.949,6,-2.404,1,0.0471,0.00145,0.795,0.0655,0.663,128.005,183750,4,8
0.474,0.948,3,-2.592,1,0.122,0.0223,0,0.43,0.611,146.46,195373,4,6
0.837,0.42,8,-5.158,1,0.0629,0.177,0,0.356,0.143,123.157,236093,4,10
0.835,0.846,8,-4.612,0,0.0804,0.153,0,0.335,0.769,130.101,110005,4,3
0.835,0.571,8,-4.771,0,0.102,0.0716,0,0.0604,0.902,138.038,330600,4,3
0.35,0.834,6,-3.856,0,0.0596,0.00164,1.19E-05,0.149,0.424,192.005,161333,4,6
0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07E-05,0.132,0.143,181.74,201933,3,4
0.431,0.663,2,-10.066,1,0.0351,0.0249,0.0397,0.117,0.855,203.908,172941,4,6
